1,1,1,2,"2025-07-01",1,30,30,1,1,560.00,"2025-07-01 00:00:00.000"
11,1,1,2,"2025-07-01",2,60,60,1,1,302.50,"2025-07-01 00:00:00.000"
21,1,1,2,"2025-07-01",3,300,300,1,1,168.00,"2025-07-01 00:00:00.000"
2,1,1,2,"2025-07-02",1,30,30,1,1,560.00,"2025-07-01 00:00:00.000"
12,1,1,2,"2025-07-02",2,60,60,1,1,302.50,"2025-07-01 00:00:00.000"
22,1,1,2,"2025-07-02",3,300,300,1,1,168.00,"2025-07-01 00:00:00.000"
3,1,1,2,"2025-07-03",1,30,30,1,1,560.00,"2025-07-01 00:00:00.000"
13,1,1,2,"2025-07-03",2,60,60,1,1,302.50,"2025-07-01 00:00:00.000"
23,1,1,2,"2025-07-03",3,300,300,1,1,168.00,"2025-07-01 00:00:00.000"
4,1,1,2,"2025-07-04",1,30,30,1,1,560.00,"2025-07-01 00:00:00.000"
14,1,1,2,"2025-07-04",2,60,60,1,1,302.50,"2025-07-01 00:00:00.000"
24,1,1,2,"2025-07-04",3,300,300,1,1,168.00,"2025-07-01 00:00:00.000"
5,1,1,2,"2025-07-05",1,30,30,1,1,560.00,"2025-07-01 00:00:00.000"
15,1,1,2,"2025-07-05",2,60,60,1,1,302.50,"2025-07-01 00:00:00.000"
25,1,1,2,"2025-07-05",3,300,300,1,1,168.00,"2025-07-01 00:00:00.000"
6,1,1,2,"2025-07-06",1,30,30,1,1,560.00,"2025-07-01 00:00:00.000"
16,1,1,2,"2025-07-06",2,60,60,1,1,302.50,"2025-07-01 00:00:00.000"
26,1,1,2,"2025-07-06",3,300,300,1,1,168.00,"2025-07-01 00:00:00.000"
7,1,1,2,"2025-07-07",1,30,30,1,1,560.00,"2025-07-01 00:00:00.000"
17,1,1,2,"2025-07-07",2,60,60,1,1,302.50,"2025-07-01 00:00:00.000"
27,1,1,2,"2025-07-07",3,300,300,1,1,168.00,"2025-07-01 00:00:00.000"
8,1,1,2,"2025-07-08",1,30,30,1,1,560.00,"2025-07-01 00:00:00.000"
18,1,1,2,"2025-07-08",2,60,60,1,1,302.50,"2025-07-01 00:00:00.000"
28,1,1,2,"2025-07-08",3,300,300,1,1,168.00,"2025-07-01 00:00:00.000"
9,1,1,2,"2025-07-09",1,30,30,1,1,560.00,"2025-07-01 00:00:00.000"
19,1,1,2,"2025-07-09",2,60,60,1,1,302.50,"2025-07-01 00:00:00.000"
29,1,1,2,"2025-07-09",3,300,300,1,1,168.00,"2025-07-01 00:00:00.000"
10,1,1,2,"2025-07-10",1,30,30,1,1,560.00,"2025-07-01 00:00:00.000"
20,1,1,2,"2025-07-10",2,60,60,1,1,302.50,"2025-07-01 00:00:00.000"
30,1,1,2,"2025-07-10",3,300,300,1,1,168.00,"2025-07-01 00:00:00.000"
31,1,1,3,"2025-07-01",1,30,30,1,1,1240.00,"2025-07-01 00:00:00.000"
41,1,1,3,"2025-07-01",2,60,60,1,1,669.50,"2025-07-01 00:00:00.000"
51,1,1,3,"2025-07-01",3,300,300,1,1,372.00,"2025-07-01 00:00:00.000"
32,1,1,3,"2025-07-02",1,30,30,1,1,1240.00,"2025-07-01 00:00:00.000"
42,1,1,3,"2025-07-02",2,60,60,1,1,669.50,"2025-07-01 00:00:00.000"
52,1,1,3,"2025-07-02",3,300,300,1,1,372.00,"2025-07-01 00:00:00.000"
33,1,1,3,"2025-07-03",1,30,30,1,1,1240.00,"2025-07-01 00:00:00.000"
43,1,1,3,"2025-07-03",2,60,60,1,1,669.50,"2025-07-01 00:00:00.000"
53,1,1,3,"2025-07-03",3,300,300,1,1,372.00,"2025-07-01 00:00:00.000"
34,1,1,3,"2025-07-04",1,30,30,1,1,1240.00,"2025-07-01 00:00:00.000"
44,1,1,3,"2025-07-04",2,60,60,1,1,669.50,"2025-07-01 00:00:00.000"
54,1,1,3,"2025-07-04",3,300,300,1,1,372.00,"2025-07-01 00:00:00.000"
35,1,1,3,"2025-07-05",1,30,30,1,1,1240.00,"2025-07-01 00:00:00.000"
45,1,1,3,"2025-07-05",2,60,60,1,1,669.50,"2025-07-01 00:00:00.000"
55,1,1,3,"2025-07-05",3,300,300,1,1,372.00,"2025-07-01 00:00:00.000"
36,1,1,3,"2025-07-06",1,30,30,1,1,1240.00,"2025-07-01 00:00:00.000"
46,1,1,3,"2025-07-06",2,60,60,1,1,669.50,"2025-07-01 00:00:00.000"
56,1,1,3,"2025-07-06",3,300,300,1,1,372.00,"2025-07-01 00:00:00.000"
37,1,1,3,"2025-07-07",1,30,30,1,1,1240.00,"2025-07-01 00:00:00.000"
47,1,1,3,"2025-07-07",2,60,60,1,1,669.50,"2025-07-01 00:00:00.000"
57,1,1,3,"2025-07-07",3,300,300,1,1,372.00,"2025-07-01 00:00:00.000"
38,1,1,3,"2025-07-08",1,30,30,1,1,1240.00,"2025-07-01 00:00:00.000"
48,1,1,3,"2025-07-08",2,60,60,1,1,669.50,"2025-07-01 00:00:00.000"
58,1,1,3,"2025-07-08",3,300,300,1,1,372.00,"2025-07-01 00:00:00.000"
39,1,1,3,"2025-07-09",1,30,30,1,1,1240.00,"2025-07-01 00:00:00.000"
49,1,1,3,"2025-07-09",2,60,60,1,1,669.50,"2025-07-01 00:00:00.000"
59,1,1,3,"2025-07-09",3,300,300,1,1,372.00,"2025-07-01 00:00:00.000"
40,1,1,3,"2025-07-10",1,30,30,1,1,1240.00,"2025-07-01 00:00:00.000"
50,1,1,3,"2025-07-10",2,60,60,1,1,669.50,"2025-07-01 00:00:00.000"
60,1,1,3,"2025-07-10",3,300,300,1,1,372.00,"2025-07-01 00:00:00.000"
61,1,1,4,"2025-07-01",1,30,30,1,1,1900.00,"2025-07-01 00:00:00.000"
71,1,1,4,"2025-07-01",2,60,60,1,1,1026.00,"2025-07-01 00:00:00.000"
81,1,1,4,"2025-07-01",3,300,300,1,1,570.00,"2025-07-01 00:00:00.000"
62,1,1,4,"2025-07-02",1,30,30,1,1,1900.00,"2025-07-01 00:00:00.000"
72,1,1,4,"2025-07-02",2,60,60,1,1,1026.00,"2025-07-01 00:00:00.000"
82,1,1,4,"2025-07-02",3,300,300,1,1,570.00,"2025-07-01 00:00:00.000"
63,1,1,4,"2025-07-03",1,30,30,1,1,1900.00,"2025-07-01 00:00:00.000"
73,1,1,4,"2025-07-03",2,60,60,1,1,1026.00,"2025-07-01 00:00:00.000"
83,1,1,4,"2025-07-03",3,300,300,1,1,570.00,"2025-07-01 00:00:00.000"
64,1,1,4,"2025-07-04",1,30,30,1,1,1900.00,"2025-07-01 00:00:00.000"
74,1,1,4,"2025-07-04",2,60,60,1,1,1026.00,"2025-07-01 00:00:00.000"
84,1,1,4,"2025-07-04",3,300,300,1,1,570.00,"2025-07-01 00:00:00.000"
65,1,1,4,"2025-07-05",1,30,30,1,1,1900.00,"2025-07-01 00:00:00.000"
75,1,1,4,"2025-07-05",2,60,60,1,1,1026.00,"2025-07-01 00:00:00.000"
85,1,1,4,"2025-07-05",3,300,300,1,1,570.00,"2025-07-01 00:00:00.000"
66,1,1,4,"2025-07-06",1,30,30,1,1,1900.00,"2025-07-01 00:00:00.000"
76,1,1,4,"2025-07-06",2,60,60,1,1,1026.00,"2025-07-01 00:00:00.000"
86,1,1,4,"2025-07-06",3,300,300,1,1,570.00,"2025-07-01 00:00:00.000"
67,1,1,4,"2025-07-07",1,30,30,1,1,1900.00,"2025-07-01 00:00:00.000"
77,1,1,4,"2025-07-07",2,60,60,1,1,1026.00,"2025-07-01 00:00:00.000"
87,1,1,4,"2025-07-07",3,300,300,1,1,570.00,"2025-07-01 00:00:00.000"
68,1,1,4,"2025-07-08",1,30,30,1,1,1900.00,"2025-07-01 00:00:00.000"
78,1,1,4,"2025-07-08",2,60,60,1,1,1026.00,"2025-07-01 00:00:00.000"
88,1,1,4,"2025-07-08",3,300,300,1,1,570.00,"2025-07-01 00:00:00.000"
69,1,1,4,"2025-07-09",1,30,30,1,1,1900.00,"2025-07-01 00:00:00.000"
79,1,1,4,"2025-07-09",2,60,60,1,1,1026.00,"2025-07-01 00:00:00.000"
89,1,1,4,"2025-07-09",3,300,300,1,1,570.00,"2025-07-01 00:00:00.000"
70,1,1,4,"2025-07-10",1,30,30,1,1,1900.00,"2025-07-01 00:00:00.000"
80,1,1,4,"2025-07-10",2,60,60,1,1,1026.00,"2025-07-01 00:00:00.000"
90,1,1,4,"2025-07-10",3,300,300,1,1,570.00,"2025-07-01 00:00:00.000"
91,1,1,5,"2025-07-01",1,30,30,1,1,2636.00,"2025-07-01 00:00:00.000"
101,1,1,5,"2025-07-01",2,60,60,1,1,1423.50,"2025-07-01 00:00:00.000"
111,1,1,5,"2025-07-01",3,300,300,1,1,791.00,"2025-07-01 00:00:00.000"
92,1,1,5,"2025-07-02",1,30,30,1,1,2636.00,"2025-07-01 00:00:00.000"
102,1,1,5,"2025-07-02",2,60,60,1,1,1423.50,"2025-07-01 00:00:00.000"
112,1,1,5,"2025-07-02",3,300,300,1,1,791.00,"2025-07-01 00:00:00.000"
93,1,1,5,"2025-07-03",1,30,30,1,1,2636.00,"2025-07-01 00:00:00.000"
103,1,1,5,"2025-07-03",2,60,60,1,1,1423.50,"2025-07-01 00:00:00.000"
113,1,1,5,"2025-07-03",3,300,300,1,1,791.00,"2025-07-01 00:00:00.000"
94,1,1,5,"2025-07-04",1,30,30,1,1,2636.00,"2025-07-01 00:00:00.000"
104,1,1,5,"2025-07-04",2,60,60,1,1,1423.50,"2025-07-01 00:00:00.000"
114,1,1,5,"2025-07-04",3,300,300,1,1,791.00,"2025-07-01 00:00:00.000"
95,1,1,5,"2025-07-05",1,30,30,1,1,2636.00,"2025-07-01 00:00:00.000"
105,1,1,5,"2025-07-05",2,60,60,1,1,1423.50,"2025-07-01 00:00:00.000"
115,1,1,5,"2025-07-05",3,300,300,1,1,791.00,"2025-07-01 00:00:00.000"
96,1,1,5,"2025-07-06",1,30,30,1,1,2636.00,"2025-07-01 00:00:00.000"
106,1,1,5,"2025-07-06",2,60,60,1,1,1423.50,"2025-07-01 00:00:00.000"
116,1,1,5,"2025-07-06",3,300,300,1,1,791.00,"2025-07-01 00:00:00.000"
97,1,1,5,"2025-07-07",1,30,30,1,1,2636.00,"2025-07-01 00:00:00.000"
107,1,1,5,"2025-07-07",2,60,60,1,1,1423.50,"2025-07-01 00:00:00.000"
117,1,1,5,"2025-07-07",3,300,300,1,1,791.00,"2025-07-01 00:00:00.000"
98,1,1,5,"2025-07-08",1,30,30,1,1,2636.00,"2025-07-01 00:00:00.000"
108,1,1,5,"2025-07-08",2,60,60,1,1,1423.50,"2025-07-01 00:00:00.000"
118,1,1,5,"2025-07-08",3,300,300,1,1,791.00,"2025-07-01 00:00:00.000"
99,1,1,5,"2025-07-09",1,30,30,1,1,2636.00,"2025-07-01 00:00:00.000"
109,1,1,5,"2025-07-09",2,60,60,1,1,1423.50,"2025-07-01 00:00:00.000"
119,1,1,5,"2025-07-09",3,300,300,1,1,791.00,"2025-07-01 00:00:00.000"
100,1,1,5,"2025-07-10",1,30,30,1,1,2636.00,"2025-07-01 00:00:00.000"
110,1,1,5,"2025-07-10",2,60,60,1,1,1423.50,"2025-07-01 00:00:00.000"
120,1,1,5,"2025-07-10",3,300,300,1,1,791.00,"2025-07-01 00:00:00.000"
121,1,2,3,"2025-07-01",1,30,30,1,1,680.00,"2025-07-01 00:00:00.000"
131,1,2,3,"2025-07-01",2,60,60,1,1,367.00,"2025-07-01 00:00:00.000"
141,1,2,3,"2025-07-01",3,300,300,1,1,204.00,"2025-07-01 00:00:00.000"
122,1,2,3,"2025-07-02",1,30,30,1,1,680.00,"2025-07-01 00:00:00.000"
132,1,2,3,"2025-07-02",2,60,60,1,1,367.00,"2025-07-01 00:00:00.000"
142,1,2,3,"2025-07-02",3,300,300,1,1,204.00,"2025-07-01 00:00:00.000"
123,1,2,3,"2025-07-03",1,30,30,1,1,680.00,"2025-07-01 00:00:00.000"
133,1,2,3,"2025-07-03",2,60,60,1,1,367.00,"2025-07-01 00:00:00.000"
143,1,2,3,"2025-07-03",3,300,300,1,1,204.00,"2025-07-01 00:00:00.000"
124,1,2,3,"2025-07-04",1,30,30,1,1,680.00,"2025-07-01 00:00:00.000"
134,1,2,3,"2025-07-04",2,60,60,1,1,367.00,"2025-07-01 00:00:00.000"
144,1,2,3,"2025-07-04",3,300,300,1,1,204.00,"2025-07-01 00:00:00.000"
125,1,2,3,"2025-07-05",1,30,30,1,1,680.00,"2025-07-01 00:00:00.000"
135,1,2,3,"2025-07-05",2,60,60,1,1,367.00,"2025-07-01 00:00:00.000"
145,1,2,3,"2025-07-05",3,300,300,1,1,204.00,"2025-07-01 00:00:00.000"
126,1,2,3,"2025-07-06",1,30,30,1,1,680.00,"2025-07-01 00:00:00.000"
136,1,2,3,"2025-07-06",2,60,60,1,1,367.00,"2025-07-01 00:00:00.000"
146,1,2,3,"2025-07-06",3,300,300,1,1,204.00,"2025-07-01 00:00:00.000"
127,1,2,3,"2025-07-07",1,30,30,1,1,680.00,"2025-07-01 00:00:00.000"
137,1,2,3,"2025-07-07",2,60,60,1,1,367.00,"2025-07-01 00:00:00.000"
147,1,2,3,"2025-07-07",3,300,300,1,1,204.00,"2025-07-01 00:00:00.000"
128,1,2,3,"2025-07-08",1,30,30,1,1,680.00,"2025-07-01 00:00:00.000"
138,1,2,3,"2025-07-08",2,60,60,1,1,367.00,"2025-07-01 00:00:00.000"
148,1,2,3,"2025-07-08",3,300,300,1,1,204.00,"2025-07-01 00:00:00.000"
129,1,2,3,"2025-07-09",1,30,30,1,1,680.00,"2025-07-01 00:00:00.000"
139,1,2,3,"2025-07-09",2,60,60,1,1,367.00,"2025-07-01 00:00:00.000"
149,1,2,3,"2025-07-09",3,300,300,1,1,204.00,"2025-07-01 00:00:00.000"
130,1,2,3,"2025-07-10",1,30,30,1,1,680.00,"2025-07-01 00:00:00.000"
140,1,2,3,"2025-07-10",2,60,60,1,1,367.00,"2025-07-01 00:00:00.000"
150,1,2,3,"2025-07-10",3,300,300,1,1,204.00,"2025-07-01 00:00:00.000"
151,1,2,4,"2025-07-01",1,30,30,1,1,1340.00,"2025-07-01 00:00:00.000"
161,1,2,4,"2025-07-01",2,60,60,1,1,723.50,"2025-07-01 00:00:00.000"
171,1,2,4,"2025-07-01",3,300,300,1,1,402.00,"2025-07-01 00:00:00.000"
152,1,2,4,"2025-07-02",1,30,30,1,1,1340.00,"2025-07-01 00:00:00.000"
162,1,2,4,"2025-07-02",2,60,60,1,1,723.50,"2025-07-01 00:00:00.000"
172,1,2,4,"2025-07-02",3,300,300,1,1,402.00,"2025-07-01 00:00:00.000"
153,1,2,4,"2025-07-03",1,30,30,1,1,1340.00,"2025-07-01 00:00:00.000"
163,1,2,4,"2025-07-03",2,60,60,1,1,723.50,"2025-07-01 00:00:00.000"
173,1,2,4,"2025-07-03",3,300,300,1,1,402.00,"2025-07-01 00:00:00.000"
154,1,2,4,"2025-07-04",1,30,30,1,1,1340.00,"2025-07-01 00:00:00.000"
164,1,2,4,"2025-07-04",2,60,60,1,1,723.50,"2025-07-01 00:00:00.000"
174,1,2,4,"2025-07-04",3,300,300,1,1,402.00,"2025-07-01 00:00:00.000"
155,1,2,4,"2025-07-05",1,30,30,1,1,1340.00,"2025-07-01 00:00:00.000"
165,1,2,4,"2025-07-05",2,60,60,1,1,723.50,"2025-07-01 00:00:00.000"
175,1,2,4,"2025-07-05",3,300,300,1,1,402.00,"2025-07-01 00:00:00.000"
156,1,2,4,"2025-07-06",1,30,30,1,1,1340.00,"2025-07-01 00:00:00.000"
166,1,2,4,"2025-07-06",2,60,60,1,1,723.50,"2025-07-01 00:00:00.000"
176,1,2,4,"2025-07-06",3,300,300,1,1,402.00,"2025-07-01 00:00:00.000"
157,1,2,4,"2025-07-07",1,30,30,1,1,1340.00,"2025-07-01 00:00:00.000"
167,1,2,4,"2025-07-07",2,60,60,1,1,723.50,"2025-07-01 00:00:00.000"
177,1,2,4,"2025-07-07",3,300,300,1,1,402.00,"2025-07-01 00:00:00.000"
158,1,2,4,"2025-07-08",1,30,30,1,1,1340.00,"2025-07-01 00:00:00.000"
168,1,2,4,"2025-07-08",2,60,60,1,1,723.50,"2025-07-01 00:00:00.000"
178,1,2,4,"2025-07-08",3,300,300,1,1,402.00,"2025-07-01 00:00:00.000"
159,1,2,4,"2025-07-09",1,30,30,1,1,1340.00,"2025-07-01 00:00:00.000"
169,1,2,4,"2025-07-09",2,60,60,1,1,723.50,"2025-07-01 00:00:00.000"
179,1,2,4,"2025-07-09",3,300,300,1,1,402.00,"2025-07-01 00:00:00.000"
160,1,2,4,"2025-07-10",1,30,30,1,1,1340.00,"2025-07-01 00:00:00.000"
170,1,2,4,"2025-07-10",2,60,60,1,1,723.50,"2025-07-01 00:00:00.000"
180,1,2,4,"2025-07-10",3,300,300,1,1,402.00,"2025-07-01 00:00:00.000"
181,1,2,5,"2025-07-01",1,30,30,1,1,2076.00,"2025-07-01 00:00:00.000"
191,1,2,5,"2025-07-01",2,60,60,1,1,1121.00,"2025-07-01 00:00:00.000"
201,1,2,5,"2025-07-01",3,300,300,1,1,623.00,"2025-07-01 00:00:00.000"
182,1,2,5,"2025-07-02",1,30,30,1,1,2076.00,"2025-07-01 00:00:00.000"
192,1,2,5,"2025-07-02",2,60,60,1,1,1121.00,"2025-07-01 00:00:00.000"
202,1,2,5,"2025-07-02",3,300,300,1,1,623.00,"2025-07-01 00:00:00.000"
183,1,2,5,"2025-07-03",1,30,30,1,1,2076.00,"2025-07-01 00:00:00.000"
193,1,2,5,"2025-07-03",2,60,60,1,1,1121.00,"2025-07-01 00:00:00.000"
203,1,2,5,"2025-07-03",3,300,300,1,1,623.00,"2025-07-01 00:00:00.000"
184,1,2,5,"2025-07-04",1,30,30,1,1,2076.00,"2025-07-01 00:00:00.000"
194,1,2,5,"2025-07-04",2,60,60,1,1,1121.00,"2025-07-01 00:00:00.000"
204,1,2,5,"2025-07-04",3,300,300,1,1,623.00,"2025-07-01 00:00:00.000"
185,1,2,5,"2025-07-05",1,30,30,1,1,2076.00,"2025-07-01 00:00:00.000"
195,1,2,5,"2025-07-05",2,60,60,1,1,1121.00,"2025-07-01 00:00:00.000"
205,1,2,5,"2025-07-05",3,300,300,1,1,623.00,"2025-07-01 00:00:00.000"
186,1,2,5,"2025-07-06",1,30,30,1,1,2076.00,"2025-07-01 00:00:00.000"
196,1,2,5,"2025-07-06",2,60,60,1,1,1121.00,"2025-07-01 00:00:00.000"
206,1,2,5,"2025-07-06",3,300,300,1,1,623.00,"2025-07-01 00:00:00.000"
187,1,2,5,"2025-07-07",1,30,30,1,1,2076.00,"2025-07-01 00:00:00.000"
197,1,2,5,"2025-07-07",2,60,60,1,1,1121.00,"2025-07-01 00:00:00.000"
207,1,2,5,"2025-07-07",3,300,300,1,1,623.00,"2025-07-01 00:00:00.000"
188,1,2,5,"2025-07-08",1,30,30,1,1,2076.00,"2025-07-01 00:00:00.000"
198,1,2,5,"2025-07-08",2,60,60,1,1,1121.00,"2025-07-01 00:00:00.000"
208,1,2,5,"2025-07-08",3,300,300,1,1,623.00,"2025-07-01 00:00:00.000"
189,1,2,5,"2025-07-09",1,30,30,1,1,2076.00,"2025-07-01 00:00:00.000"
199,1,2,5,"2025-07-09",2,60,60,1,1,1121.00,"2025-07-01 00:00:00.000"
209,1,2,5,"2025-07-09",3,300,300,1,1,623.00,"2025-07-01 00:00:00.000"
190,1,2,5,"2025-07-10",1,30,30,1,1,2076.00,"2025-07-01 00:00:00.000"
200,1,2,5,"2025-07-10",2,60,60,1,1,1121.00,"2025-07-01 00:00:00.000"
210,1,2,5,"2025-07-10",3,300,300,1,1,623.00,"2025-07-01 00:00:00.000"
211,1,3,4,"2025-07-01",1,30,30,1,1,660.00,"2025-07-01 00:00:00.000"
221,1,3,4,"2025-07-01",2,60,60,1,1,356.50,"2025-07-01 00:00:00.000"
231,1,3,4,"2025-07-01",3,300,300,1,1,198.00,"2025-07-01 00:00:00.000"
212,1,3,4,"2025-07-02",1,30,30,1,1,660.00,"2025-07-01 00:00:00.000"
222,1,3,4,"2025-07-02",2,60,60,1,1,356.50,"2025-07-01 00:00:00.000"
232,1,3,4,"2025-07-02",3,300,300,1,1,198.00,"2025-07-01 00:00:00.000"
213,1,3,4,"2025-07-03",1,30,30,1,1,660.00,"2025-07-01 00:00:00.000"
223,1,3,4,"2025-07-03",2,60,60,1,1,356.50,"2025-07-01 00:00:00.000"
233,1,3,4,"2025-07-03",3,300,300,1,1,198.00,"2025-07-01 00:00:00.000"
214,1,3,4,"2025-07-04",1,30,30,1,1,660.00,"2025-07-01 00:00:00.000"
224,1,3,4,"2025-07-04",2,60,60,1,1,356.50,"2025-07-01 00:00:00.000"
234,1,3,4,"2025-07-04",3,300,300,1,1,198.00,"2025-07-01 00:00:00.000"
215,1,3,4,"2025-07-05",1,30,30,1,1,660.00,"2025-07-01 00:00:00.000"
225,1,3,4,"2025-07-05",2,60,60,1,1,356.50,"2025-07-01 00:00:00.000"
