1,1,"1","商务",1
2,1,"2","商务",1
3,1,"3","商务",1
4,1,"4","商务",1
5,1,"5","商务",1
6,1,"6","商务",1
7,1,"7","商务",1
8,1,"8","商务",1
9,1,"9","商务",1
10,1,"10","商务",1
11,1,"11","商务",1
12,1,"12","商务",1
13,1,"13","商务",1
14,1,"14","商务",1
15,1,"15","商务",1
16,1,"16","商务",1
17,1,"17","商务",1
18,1,"18","商务",1
19,1,"19","商务",1
20,1,"20","商务",1
21,1,"21","商务",1
22,1,"22","商务",1
23,1,"23","商务",1
24,1,"24","商务",1
25,1,"25","商务",1
26,1,"26","商务",1
27,1,"27","商务",1
28,1,"28","商务",1
29,1,"29","商务",1
30,1,"30","商务",1
31,2,"1A","靠窗",1
32,2,"1C","过道",1
33,2,"1D","过道",1
34,2,"1F","靠窗",1
35,2,"2A","靠窗",1
36,2,"2C","过道",1
37,2,"2D","过道",1
38,2,"2F","靠窗",1
39,2,"3A","靠窗",1
40,2,"3C","过道",1
41,2,"3D","过道",1
42,2,"3F","靠窗",1
43,2,"4A","靠窗",1
44,2,"4C","过道",1
45,2,"4D","过道",1
46,2,"4F","靠窗",1
47,2,"5A","靠窗",1
48,2,"5C","过道",1
49,2,"5D","过道",1
50,2,"5F","靠窗",1
51,2,"6A","靠窗",1
52,2,"6C","过道",1
53,2,"6D","过道",1
54,2,"6F","靠窗",1
55,2,"7A","靠窗",1
56,2,"7C","过道",1
57,2,"7D","过道",1
58,2,"7F","靠窗",1
59,2,"8A","靠窗",1
60,2,"8C","过道",1
61,2,"8D","过道",1
62,2,"8F","靠窗",1
63,2,"9A","靠窗",1
64,2,"9C","过道",1
65,2,"9D","过道",1
66,2,"9F","靠窗",1
67,2,"10A","靠窗",1
68,2,"10C","过道",1
69,2,"10D","过道",1
70,2,"10F","靠窗",1
71,2,"11A","靠窗",1
72,2,"11C","过道",1
73,2,"11D","过道",1
74,2,"11F","靠窗",1
75,2,"12A","靠窗",1
76,2,"12C","过道",1
77,2,"12D","过道",1
78,2,"12F","靠窗",1
79,2,"13A","靠窗",1
80,2,"13C","过道",1
81,2,"13D","过道",1
82,2,"13F","靠窗",1
83,2,"14A","靠窗",1
84,2,"14C","过道",1
85,2,"14D","过道",1
86,2,"14F","靠窗",1
87,2,"15A","靠窗",1
88,2,"15C","过道",1
89,2,"15D","过道",1
90,2,"15F","靠窗",1
91,3,"1A","靠窗",1
92,3,"1B","中间",1
93,3,"1C","过道",1
94,3,"1D","过道",1
95,3,"1F","靠窗",1
96,3,"2A","靠窗",1
97,3,"2B","中间",1
98,3,"2C","过道",1
99,3,"2D","过道",1
100,3,"2F","靠窗",1
101,3,"3A","靠窗",1
102,3,"3B","中间",1
103,3,"3C","过道",1
104,3,"3D","过道",1
105,3,"3F","靠窗",1
106,3,"4A","靠窗",1
107,3,"4B","中间",1
108,3,"4C","过道",1
109,3,"4D","过道",1
110,3,"4F","靠窗",1
111,3,"5A","靠窗",1
112,3,"5B","中间",1
113,3,"5C","过道",1
114,3,"5D","过道",1
115,3,"5F","靠窗",1
116,3,"6A","靠窗",1
117,3,"6B","中间",1
118,3,"6C","过道",1
119,3,"6D","过道",1
120,3,"6F","靠窗",1
121,3,"7A","靠窗",1
122,3,"7B","中间",1
123,3,"7C","过道",1
124,3,"7D","过道",1
125,3,"7F","靠窗",1
126,3,"8A","靠窗",1
127,3,"8B","中间",1
128,3,"8C","过道",1
129,3,"8D","过道",1
130,3,"8F","靠窗",1
131,3,"9A","靠窗",1
132,3,"9B","中间",1
133,3,"9C","过道",1
134,3,"9D","过道",1
135,3,"9F","靠窗",1
136,3,"10A","靠窗",1
137,3,"10B","中间",1
138,3,"10C","过道",1
139,3,"10D","过道",1
140,3,"10F","靠窗",1
141,3,"11A","靠窗",1
142,3,"11B","中间",1
143,3,"11C","过道",1
144,3,"11D","过道",1
145,3,"11F","靠窗",1
146,3,"12A","靠窗",1
147,3,"12B","中间",1
148,3,"12C","过道",1
149,3,"12D","过道",1
150,3,"12F","靠窗",1
151,3,"13A","靠窗",1
152,3,"13B","中间",1
153,3,"13C","过道",1
154,3,"13D","过道",1
155,3,"13F","靠窗",1
156,3,"14A","靠窗",1
157,3,"14B","中间",1
158,3,"14C","过道",1
159,3,"14D","过道",1
160,3,"14F","靠窗",1
161,3,"15A","靠窗",1
162,3,"15B","中间",1
163,3,"15C","过道",1
164,3,"15D","过道",1
165,3,"15F","靠窗",1
166,3,"16A","靠窗",1
167,3,"16B","中间",1
168,3,"16C","过道",1
169,3,"16D","过道",1
170,3,"16F","靠窗",1
171,3,"17A","靠窗",1
172,3,"17B","中间",1
173,3,"17C","过道",1
174,3,"17D","过道",1
175,3,"17F","靠窗",1
176,3,"18A","靠窗",1
177,3,"18B","中间",1
178,3,"18C","过道",1
179,3,"18D","过道",1
180,3,"18F","靠窗",1
