1,1,"1","商务",0,0,0,0,0,0,0,0,0,0
2,1,"2","商务",0,0,0,0,0,0,0,0,0,0
3,1,"3","商务",0,0,0,0,0,0,0,0,0,0
4,1,"4","商务",0,0,0,0,0,0,0,0,0,0
5,1,"5","商务",0,0,0,0,0,0,0,0,0,0
6,1,"6","商务",0,0,0,0,0,0,0,0,0,0
7,1,"7","商务",0,0,0,0,0,0,0,0,0,0
8,1,"8","商务",0,0,0,0,0,0,0,0,0,0
9,1,"9","商务",0,0,0,0,0,0,0,0,0,0
10,1,"10","商务",0,0,0,0,0,0,0,0,0,0
11,1,"11","商务",0,0,0,0,0,0,0,0,0,0
12,1,"12","商务",0,0,0,0,0,0,0,0,0,0
13,1,"13","商务",0,0,0,0,0,0,0,0,0,0
14,1,"14","商务",0,0,0,0,0,0,0,0,0,0
15,1,"15","商务",0,0,0,0,0,0,0,0,0,0
16,1,"16","商务",0,0,0,0,0,0,0,0,0,0
17,1,"17","商务",0,0,0,0,0,0,0,0,0,0
18,1,"18","商务",0,0,0,0,0,0,0,0,0,0
19,1,"19","商务",0,0,0,0,0,0,0,0,0,0
20,1,"20","商务",0,0,0,0,0,0,0,0,0,0
21,1,"21","商务",0,0,0,0,0,0,0,0,0,0
22,1,"22","商务",0,0,0,0,0,0,0,0,0,0
23,1,"23","商务",0,0,0,0,0,0,0,0,0,0
24,1,"24","商务",0,0,0,0,0,0,0,0,0,0
25,1,"25","商务",0,0,0,0,0,0,0,0,0,0
26,1,"26","商务",0,0,0,0,0,0,0,0,0,0
27,1,"27","商务",0,0,0,0,0,0,0,0,0,0
28,1,"28","商务",0,0,0,0,0,0,0,0,0,0
29,1,"29","商务",0,0,0,0,0,0,0,0,0,0
30,1,"30","商务",0,0,0,0,0,0,0,0,0,0
31,2,"1A","靠窗",0,0,0,0,0,0,0,0,0,0
32,2,"1C","过道",0,0,0,0,0,0,0,0,0,0
33,2,"1D","过道",0,0,0,0,0,0,0,0,0,0
34,2,"1F","靠窗",0,0,0,0,0,0,0,0,0,0
35,2,"2A","靠窗",0,0,0,0,0,0,0,0,0,0
36,2,"2C","过道",0,0,0,0,0,0,0,0,0,0
37,2,"2D","过道",0,0,0,0,0,0,0,0,0,0
38,2,"2F","靠窗",0,0,0,0,0,0,0,0,0,0
39,2,"3A","靠窗",0,0,0,0,0,0,0,0,0,0
40,2,"3C","过道",0,0,0,0,0,0,0,0,0,0
41,2,"3D","过道",0,0,0,0,0,0,0,0,0,0
42,2,"3F","靠窗",0,0,0,0,0,0,0,0,0,0
